#timestamp tx ty tz qx qy qz qw
1403715274.472142935 0.879547000 2.140310000 0.947008000 -0.828429000 -0.058706000 -0.553744000 0.060222000
1403715274.477143049 0.879561000 2.140280000 0.947012000 -0.828411000 -0.058736000 -0.553770000 0.060206000
1403715274.482143164 0.879574000 2.140271000 0.947019000 -0.828371000 -0.058817000 -0.553815000 0.060261000
1403715274.487143040 0.879586000 2.140275000 0.947024000 -0.828336000 -0.058920000 -0.553844000 0.060378000
1403715274.492142916 0.879597000 2.140284000 0.947025000 -0.828314000 -0.059032000 -0.553851000 0.060509000
1403715274.497143030 0.879607000 2.140287000 0.947023000 -0.828306000 -0.059137000 -0.553842000 0.060595000
1403715274.502143145 0.879637000 2.140248000 0.947013000 -0.828321000 -0.059210000 -0.553809000 0.060612000
1403715274.507143021 0.879651000 2.140215000 0.947009000 -0.828339000 -0.059239000 -0.553788000 0.060529000
1403715274.512142897 0.879664000 2.140171000 0.947007000 -0.828354000 -0.059200000 -0.553783000 0.060407000
1403715274.517143011 0.879674000 2.140127000 0.947008000 -0.828364000 -0.059108000 -0.553790000 0.060298000
1403715274.522143126 0.879681000 2.140089000 0.947008000 -0.828367000 -0.058990000 -0.553806000 0.060229000
1403715274.527143002 0.879687000 2.140062000 0.947007000 -0.828370000 -0.058890000 -0.553813000 0.060220000
1403715274.532143116 0.879691000 2.140052000 0.947005000 -0.828378000 -0.058854000 -0.553801000 0.060260000
1403715274.537143230 0.879694000 2.140058000 0.947003000 -0.828389000 -0.058886000 -0.553773000 0.060324000
1403715274.542143345 0.879695000 2.140077000 0.947000000 -0.828398000 -0.058960000 -0.553743000 0.060407000
1403715274.547142982 0.879694000 2.140101000 0.946999000 -0.828401000 -0.059048000 -0.553720000 0.060500000
1403715274.552143097 0.879719000 2.140079000 0.946993000 -0.828393000 -0.059107000 -0.553713000 0.060602000
1403715274.557143211 0.879723000 2.140079000 0.946997000 -0.828384000 -0.059126000 -0.553720000 0.060651000
1403715274.562143087 0.879727000 2.140066000 0.946999000 -0.828386000 -0.059108000 -0.553721000 0.060634000
1403715274.567142963 0.879731000 2.140048000 0.947000000 -0.828391000 -0.059080000 -0.553723000 0.060565000
1403715274.572143078 0.879734000 2.140028000 0.947002000 -0.828397000 -0.059067000 -0.553727000 0.060468000
1403715274.577143192 0.879736000 2.140007000 0.947006000 -0.828404000 -0.059054000 -0.553729000 0.060361000
1403715274.582143068 0.879737000 2.139984000 0.947012000 -0.828398000 -0.059009000 -0.553752000 0.060274000
1403715274.587142944 0.879735000 2.139962000 0.947018000 -0.828394000 -0.058945000 -0.553772000 0.060206000
1403715274.592143297 0.879732000 2.139949000 0.947022000 -0.828389000 -0.058890000 -0.553789000 0.060174000
1403715274.597143173 0.879728000 2.139954000 0.947026000 -0.828373000 -0.058874000 -0.553812000 0.060208000
1403715274.602143049 0.879755000 2.139922000 0.947014000 -0.828365000 -0.058933000 -0.553804000 0.060322000
1403715274.607142925 0.879754000 2.139960000 0.947013000 -0.828351000 -0.059064000 -0.553793000 0.060500000
1403715274.612143278 0.879752000 2.140001000 0.947011000 -0.828336000 -0.059221000 -0.553779000 0.060672000
1403715274.617143154 0.879752000 2.140027000 0.947009000 -0.828330000 -0.059337000 -0.553765000 0.060760000
1403715274.622143030 0.879752000 2.140026000 0.947009000 -0.828325000 -0.059356000 -0.553774000 0.060735000
1403715274.627142906 0.879753000 2.140003000 0.947009000 -0.828338000 -0.059291000 -0.553776000 0.060603000
1403715274.632143259 0.879753000 2.139971000 0.947010000 -0.828355000 -0.059154000 -0.553782000 0.060453000
1403715274.637142897 0.879753000 2.139947000 0.947008000 -0.828368000 -0.059020000 -0.553791000 0.060319000
1403715274.642143011 0.879752000 2.139943000 0.947008000 -0.828376000 -0.058952000 -0.553795000 0.060238000
1403715274.647142887 0.879749000 2.139962000 0.947013000 -0.828373000 -0.058968000 -0.553799000 0.060238000
1403715274.652143240 0.879783000 2.139915000 0.947004000 -0.828359000 -0.059052000 -0.553803000 0.060306000
1403715274.657143116 0.879783000 2.139948000 0.947012000 -0.828334000 -0.059180000 -0.553817000 0.060391000
1403715274.662142992 0.879781000 2.139985000 0.947024000 -0.828304000 -0.059316000 -0.553837000 0.060485000
1403715274.667143345 0.879777000 2.140019000 0.947036000 -0.828270000 -0.059411000 -0.553867000 0.060579000
1403715274.672143221 0.879770000 2.140041000 0.947049000 -0.828242000 -0.059435000 -0.553900000 0.060635000
1403715274.677143097 0.879761000 2.140044000 0.947059000 -0.828235000 -0.059387000 -0.553918000 0.060615000
1403715274.682142973 0.879749000 2.140031000 0.947068000 -0.828242000 -0.059273000 -0.553930000 0.060529000
1403715274.687143326 0.879736000 2.140016000 0.947075000 -0.828261000 -0.059130000 -0.553930000 0.060413000
1403715274.692142963 0.879722000 2.140013000 0.947078000 -0.828281000 -0.059015000 -0.553921000 0.060329000
1403715274.697143078 0.879706000 2.140031000 0.947083000 -0.828287000 -0.058970000 -0.553918000 0.060316000
1403715274.702142954 0.879734000 2.139984000 0.947070000 -0.828274000 -0.058982000 -0.553927000 0.060409000
1403715274.707143307 0.879726000 2.140025000 0.947077000 -0.828245000 -0.059065000 -0.553947000 0.060535000
1403715274.712142944 0.879718000 2.140068000 0.947090000 -0.828202000 -0.059161000 -0.553988000 0.060654000
1403715274.717143059 0.879710000 2.140104000 0.947102000 -0.828166000 -0.059237000 -0.554027000 0.060716000
1403715274.722143173 0.879703000 2.140127000 0.947111000 -0.828148000 -0.059263000 -0.554052000 0.060715000
1403715274.727143288 0.879697000 2.140139000 0.947118000 -0.828142000 -0.059237000 -0.554069000 0.060664000
1403715274.732142925 0.879690000 2.140145000 0.947117000 -0.828159000 -0.059186000 -0.554058000 0.060580000
1403715274.737143040 0.879683000 2.140152000 0.947112000 -0.828194000 -0.059119000 -0.554022000 0.060496000
1403715274.742143154 0.879675000 2.140166000 0.947107000 -0.828226000 -0.059075000 -0.553986000 0.060425000
1403715274.747143030 0.879665000 2.140189000 0.947106000 -0.828240000 -0.059060000 -0.553969000 0.060404000
1403715274.752142906 0.879703000 2.140123000 0.947087000 -0.828232000 -0.059058000 -0.553979000 0.060429000
1403715274.757143021 0.879702000 2.140144000 0.947085000 -0.828225000 -0.059086000 -0.553982000 0.060467000
1403715274.762143135 0.879703000 2.140171000 0.947082000 -0.828223000 -0.059121000 -0.553975000 0.060529000
1403715274.767143011 0.879703000 2.140203000 0.947078000 -0.828222000 -0.059157000 -0.553964000 0.060600000
1403715274.772142887 0.879705000 2.140235000 0.947074000 -0.828233000 -0.059185000 -0.553939000 0.060656000
1403715274.777143240 0.879705000 2.140262000 0.947071000 -0.828248000 -0.059200000 -0.553913000 0.060673000
1403715274.782143354 0.879704000 2.140282000 0.947074000 -0.828252000 -0.059183000 -0.553909000 0.060668000
1403715274.787142992 0.879700000 2.140295000 0.947085000 -0.828240000 -0.059147000 -0.553934000 0.060633000
1403715274.792143106 0.879693000 2.140305000 0.947096000 -0.828225000 -0.059085000 -0.553970000 0.060578000
1403715274.797143221 0.879684000 2.140318000 0.947103000 -0.828220000 -0.059025000 -0.553990000 0.060518000
1403715274.802143097 0.879722000 2.140242000 0.947083000 -0.828218000 -0.058963000 -0.553999000 0.060523000
1403715274.807142973 0.879719000 2.140260000 0.947083000 -0.828218000 -0.058965000 -0.553997000 0.060544000
1403715274.812143087 0.879714000 2.140288000 0.947080000 -0.828227000 -0.059008000 -0.553976000 0.060573000
1403715274.817143202 0.879707000 2.140320000 0.947080000 -0.828231000 -0.059060000 -0.553959000 0.060621000
1403715274.822143078 0.879698000 2.140349000 0.947087000 -0.828212000 -0.059109000 -0.553976000 0.060676000
1403715274.827142954 0.879689000 2.140370000 0.947099000 -0.828181000 -0.059135000 -0.554017000 0.060696000
1403715274.832143307 0.879679000 2.140383000 0.947109000 -0.828159000 -0.059132000 -0.554055000 0.060658000
1403715274.837143183 0.879667000 2.140394000 0.947114000 -0.828152000 -0.059095000 -0.554074000 0.060616000
1403715274.842143059 0.879654000 2.140411000 0.947117000 -0.828157000 -0.059045000 -0.554073000 0.060606000
1403715274.847142935 0.879639000 2.140435000 0.947117000 -0.828180000 -0.058997000 -0.554044000 0.060601000
1403715274.852143288 0.879673000 2.140353000 0.947090000 -0.828203000 -0.058930000 -0.554015000 0.060613000
1403715274.857143164 0.879665000 2.140362000 0.947088000 -0.828207000 -0.058911000 -0.554013000 0.060606000
1403715274.862143040 0.879657000 2.140380000 0.947092000 -0.828195000 -0.058929000 -0.554026000 0.060617000
1403715274.867142916 0.879648000 2.140408000 0.947098000 -0.828176000 -0.058981000 -0.554048000 0.060631000
1403715274.872143269 0.879640000 2.140440000 0.947102000 -0.828165000 -0.059023000 -0.554057000 0.060661000
1403715274.877142906 0.879631000 2.140476000 0.947102000 -0.828160000 -0.059038000 -0.554057000 0.060716000
1403715274.882143021 0.879621000 2.140513000 0.947100000 -0.828161000 -0.059022000 -0.554050000 0.060784000
1403715274.887142897 0.879612000 2.140548000 0.947098000 -0.828175000 -0.058988000 -0.554030000 0.060813000
1403715274.892143250 0.879603000 2.140575000 0.947096000 -0.828189000 -0.058946000 -0.554017000 0.060775000
1403715274.897142887 0.879594000 2.140601000 0.947097000 -0.828199000 -0.058902000 -0.554015000 0.060701000
1403715274.902143002 0.879639000 2.140527000 0.947072000 -0.828205000 -0.058866000 -0.554014000 0.060660000
1403715274.907143354 0.879640000 2.140545000 0.947070000 -0.828210000 -0.058874000 -0.554008000 0.060643000
1403715274.912143230 0.879640000 2.140572000 0.947067000 -0.828213000 -0.058892000 -0.554000000 0.060665000
1403715274.917143106 0.879638000 2.140606000 0.947064000 -0.828216000 -0.058898000 -0.553987000 0.060731000
1403715274.922142982 0.879635000 2.140644000 0.947064000 -0.828218000 -0.058906000 -0.553975000 0.060805000
1403715274.927143335 0.879632000 2.140678000 0.947066000 -0.828218000 -0.058918000 -0.553968000 0.060847000
1403715274.932142973 0.879629000 2.140704000 0.947069000 -0.828217000 -0.058917000 -0.553971000 0.060837000
1403715274.937143087 0.879624000 2.140725000 0.947072000 -0.828219000 -0.058910000 -0.553974000 0.060791000
1403715274.942142963 0.879618000 2.140748000 0.947074000 -0.828230000 -0.058905000 -0.553962000 0.060754000
1403715274.947143316 0.879609000 2.140776000 0.947077000 -0.828238000 -0.058899000 -0.553952000 0.060740000
1403715274.952142954 0.879651000 2.140701000 0.947052000 -0.828242000 -0.058853000 -0.553947000 0.060778000
1403715274.957143068 0.879650000 2.140712000 0.947049000 -0.828246000 -0.058823000 -0.553942000 0.060795000
1403715274.962142944 0.879646000 2.140727000 0.947051000 -0.828241000 -0.058804000 -0.553950000 0.060818000
1403715274.967143297 0.879642000 2.140747000 0.947055000 -0.828235000 -0.058803000 -0.553957000 0.060826000
1403715274.972142935 0.879637000 2.140770000 0.947058000 -0.828241000 -0.058814000 -0.553950000 0.060813000
1403715274.977143049 0.879631000 2.140795000 0.947059000 -0.828256000 -0.058833000 -0.553926000 0.060803000
1403715274.982143164 0.879623000 2.140826000 0.947062000 -0.828264000 -0.058855000 -0.553910000 0.060817000
1403715274.987143040 0.879613000 2.140861000 0.947069000 -0.828261000 -0.058868000 -0.553909000 0.060855000
1403715274.992142916 0.879601000 2.140896000 0.947079000 -0.828258000 -0.058859000 -0.553911000 0.060890000
1403715274.997143030 0.879587000 2.140926000 0.947091000 -0.828254000 -0.058826000 -0.553919000 0.060901000
1403715275.002143145 0.879623000 2.140853000 0.947079000 -0.828235000 -0.058765000 -0.553952000 0.060912000
1403715275.007143021 0.879617000 2.140863000 0.947087000 -0.828224000 -0.058737000 -0.553975000 0.060884000
1403715275.012142897 0.879609000 2.140880000 0.947090000 -0.828235000 -0.058722000 -0.553962000 0.060864000
1403715275.017143011 0.879599000 2.140904000 0.947089000 -0.828253000 -0.058717000 -0.553935000 0.060869000
1403715275.022143126 0.879587000 2.140936000 0.947090000 -0.828257000 -0.058728000 -0.553924000 0.060905000
1403715275.027143002 0.879573000 2.140974000 0.947094000 -0.828251000 -0.058760000 -0.553926000 0.060947000
1403715275.032143116 0.879558000 2.141011000 0.947103000 -0.828233000 -0.058795000 -0.553944000 0.060980000
1403715275.037143230 0.879543000 2.141043000 0.947115000 -0.828210000 -0.058807000 -0.553976000 0.060988000
1403715275.042143345 0.879527000 2.141070000 0.947125000 -0.828193000 -0.058804000 -0.554006000 0.060957000
1403715275.047142982 0.879510000 2.141096000 0.947133000 -0.828187000 -0.058781000 -0.554022000 0.060919000
1403715275.052143097 0.879545000 2.141025000 0.947109000 -0.828199000 -0.058727000 -0.554008000 0.060924000
1403715275.057143211 0.879539000 2.141037000 0.947104000 -0.828217000 -0.058701000 -0.553985000 0.060922000
1403715275.062143087 0.879533000 2.141055000 0.947101000 -0.828227000 -0.058699000 -0.553970000 0.060926000
1403715275.067142963 0.879527000 2.141078000 0.947102000 -0.828228000 -0.058724000 -0.553965000 0.060934000
1403715275.072143078 0.879520000 2.141104000 0.947107000 -0.828219000 -0.058743000 -0.553973000 0.060955000
1403715275.077143192 0.879513000 2.141127000 0.947115000 -0.828205000 -0.058748000 -0.553992000 0.060972000
1403715275.082143068 0.879505000 2.141147000 0.947122000 -0.828198000 -0.058738000 -0.554004000 0.060969000
1403715275.087142944 0.879498000 2.141168000 0.947126000 -0.828196000 -0.058718000 -0.554010000 0.060963000
1403715275.092143297 0.879491000 2.141192000 0.947128000 -0.828201000 -0.058688000 -0.554004000 0.060984000
1403715275.097143173 0.879484000 2.141219000 0.947128000 -0.828213000 -0.058658000 -0.553987000 0.061010000
1403715275.102143049 0.879527000 2.141151000 0.947100000 -0.828231000 -0.058624000 -0.553959000 0.061041000
1403715275.107142925 0.879528000 2.141159000 0.947096000 -0.828245000 -0.058624000 -0.553939000 0.061034000
1403715275.112143278 0.879527000 2.141170000 0.947096000 -0.828249000 -0.058637000 -0.553933000 0.061022000
1403715275.117143154 0.879525000 2.141181000 0.947098000 -0.828246000 -0.058645000 -0.553937000 0.061015000
1403715275.122143030 0.879520000 2.141193000 0.947100000 -0.828245000 -0.058653000 -0.553940000 0.060992000
1403715275.127142906 0.879515000 2.141207000 0.947103000 -0.828244000 -0.058652000 -0.553944000 0.060976000
1403715275.132143259 0.879507000 2.141227000 0.947107000 -0.828243000 -0.058640000 -0.553946000 0.060987000
1403715275.137142897 0.879499000 2.141251000 0.947111000 -0.828248000 -0.058631000 -0.553935000 0.061015000
1403715275.142143011 0.879490000 2.141275000 0.947114000 -0.828261000 -0.058625000 -0.553915000 0.061037000
1403715275.147142887 0.879479000 2.141298000 0.947121000 -0.828268000 -0.058628000 -0.553903000 0.061038000
1403715275.152143240 0.879519000 2.141226000 0.947102000 -0.828272000 -0.058623000 -0.553897000 0.061050000
1403715275.157143116 0.879515000 2.141228000 0.947106000 -0.828270000 -0.058630000 -0.553900000 0.061035000
1403715275.162142992 0.879510000 2.141231000 0.947110000 -0.828271000 -0.058622000 -0.553902000 0.061018000
1403715275.167143345 0.879504000 2.141235000 0.947115000 -0.828272000 -0.058601000 -0.553903000 0.061010000
1403715275.172143221 0.879495000 2.141243000 0.947122000 -0.828264000 -0.058574000 -0.553916000 0.061030000
1403715275.177143097 0.879484000 2.141258000 0.947129000 -0.828257000 -0.058556000 -0.553925000 0.061068000
1403715275.182142973 0.879473000 2.141277000 0.947136000 -0.828253000 -0.058557000 -0.553927000 0.061099000
1403715275.187143326 0.879462000 2.141296000 0.947144000 -0.828253000 -0.058570000 -0.553923000 0.061120000
1403715275.192142963 0.879450000 2.141315000 0.947154000 -0.828253000 -0.058589000 -0.553921000 0.061120000
1403715275.197143078 0.879437000 2.141334000 0.947163000 -0.828254000 -0.058608000 -0.553919000 0.061104000
1403715275.202142954 0.879477000 2.141262000 0.947147000 -0.828255000 -0.058609000 -0.553917000 0.061104000
1403715275.207143307 0.879473000 2.141262000 0.947153000 -0.828250000 -0.058595000 -0.553928000 0.061088000
1403715275.212142944 0.879469000 2.141263000 0.947160000 -0.828241000 -0.058566000 -0.553945000 0.061082000
1403715275.217143059 0.879465000 2.141269000 0.947165000 -0.828238000 -0.058544000 -0.553952000 0.061081000
1403715275.222143173 0.879462000 2.141280000 0.947169000 -0.828240000 -0.058527000 -0.553949000 0.061101000
1403715275.227143288 0.879458000 2.141295000 0.947171000 -0.828246000 -0.058529000 -0.553938000 0.061124000
1403715275.232142925 0.879453000 2.141311000 0.947172000 -0.828255000 -0.058546000 -0.553922000 0.061130000
1403715275.237143040 0.879447000 2.141329000 0.947173000 -0.828261000 -0.058567000 -0.553911000 0.061121000
1403715275.242143154 0.879439000 2.141349000 0.947175000 -0.828265000 -0.058582000 -0.553904000 0.061120000
1403715275.247143030 0.879430000 2.141370000 0.947180000 -0.828264000 -0.058575000 -0.553905000 0.061134000
1403715275.252142906 0.879473000 2.141302000 0.947158000 -0.828267000 -0.058541000 -0.553900000 0.061167000
1403715275.257143021 0.879473000 2.141303000 0.947157000 -0.828269000 -0.058509000 -0.553901000 0.061171000
1403715275.262143135 0.879472000 2.141307000 0.947156000 -0.828265000 -0.058480000 -0.553908000 0.061179000
1403715275.267143011 0.879470000 2.141314000 0.947155000 -0.828262000 -0.058466000 -0.553913000 0.061194000
1403715275.272142887 0.879467000 2.141323000 0.947153000 -0.828268000 -0.058467000 -0.553903000 0.061194000
1403715275.277143240 0.879462000 2.141333000 0.947150000 -0.828281000 -0.058484000 -0.553884000 0.061180000
1403715275.282143354 0.879456000 2.141347000 0.947149000 -0.828288000 -0.058503000 -0.553871000 0.061183000
1403715275.287142992 0.879447000 2.141364000 0.947152000 -0.828283000 -0.058516000 -0.553876000 0.061192000
1403715275.292143106 0.879438000 2.141381000 0.947158000 -0.828275000 -0.058506000 -0.553889000 0.061197000
1403715275.297143221 0.879429000 2.141396000 0.947164000 -0.828266000 -0.058485000 -0.553904000 0.061199000
1403715275.302143097 0.879469000 2.141328000 0.947145000 -0.828263000 -0.058453000 -0.553910000 0.061225000
1403715275.307142973 0.879468000 2.141330000 0.947145000 -0.828262000 -0.058432000 -0.553912000 0.061232000
1403715275.312143087 0.879465000 2.141333000 0.947144000 -0.828265000 -0.058427000 -0.553907000 0.061234000
1403715275.317143202 0.879461000 2.141339000 0.947141000 -0.828282000 -0.058426000 -0.553884000 0.061227000
1403715275.322143078 0.879454000 2.141348000 0.947138000 -0.828294000 -0.058434000 -0.553866000 0.061220000
1403715275.327142954 0.879445000 2.141362000 0.947137000 -0.828294000 -0.058449000 -0.553862000 0.061231000
1403715275.332143307 0.879436000 2.141376000 0.947140000 -0.828286000 -0.058455000 -0.553872000 0.061245000
1403715275.337143183 0.879426000 2.141388000 0.947145000 -0.828278000 -0.058443000 -0.553886000 0.061247000
1403715275.342143059 0.879417000 2.141400000 0.947149000 -0.828268000 -0.058428000 -0.553902000 0.061239000
1403715275.347142935 0.879407000 2.141416000 0.947154000 -0.828259000 -0.058421000 -0.553917000 0.061242000
1403715275.352143288 0.879448000 2.141350000 0.947134000 -0.828257000 -0.058413000 -0.553918000 0.061266000
1403715275.357143164 0.879448000 2.141350000 0.947129000 -0.828262000 -0.058417000 -0.553909000 0.061265000
1403715275.362143040 0.879446000 2.141352000 0.947122000 -0.828280000 -0.058431000 -0.553884000 0.061246000
1403715275.367142916 0.879444000 2.141358000 0.947116000 -0.828294000 -0.058441000 -0.553862000 0.061239000
1403715275.372143269 0.879439000 2.141366000 0.947113000 -0.828297000 -0.058444000 -0.553856000 0.061254000
1403715275.377142906 0.879433000 2.141372000 0.947114000 -0.828291000 -0.058432000 -0.553865000 0.061267000
1403715275.382143021 0.879427000 2.141376000 0.947116000 -0.828282000 -0.058408000 -0.553882000 0.061260000
1403715275.387142897 0.879419000 2.141381000 0.947118000 -0.828276000 -0.058380000 -0.553893000 0.061255000
1403715275.392143250 0.879410000 2.141390000 0.947121000 -0.828269000 -0.058362000 -0.553905000 0.061267000
1403715275.397142887 0.879400000 2.141401000 0.947122000 -0.828263000 -0.058357000 -0.553913000 0.061275000
1403715275.402143002 0.879442000 2.141334000 0.947100000 -0.828267000 -0.058368000 -0.553907000 0.061272000
1403715275.407143354 0.879442000 2.141334000 0.947096000 -0.828275000 -0.058385000 -0.553894000 0.061261000
1403715275.412143230 0.879439000 2.141337000 0.947093000 -0.828279000 -0.058399000 -0.553885000 0.061273000
1403715275.417143106 0.879435000 2.141339000 0.947094000 -0.828273000 -0.058404000 -0.553892000 0.061286000
1403715275.422142982 0.879430000 2.141338000 0.947099000 -0.828263000 -0.058393000 -0.553910000 0.061273000
1403715275.427143335 0.879424000 2.141337000 0.947104000 -0.828253000 -0.058369000 -0.553930000 0.061246000
1403715275.432142973 0.879417000 2.141339000 0.947110000 -0.828242000 -0.058355000 -0.553950000 0.061226000
1403715275.437143087 0.879409000 2.141344000 0.947113000 -0.828238000 -0.058347000 -0.553958000 0.061224000
1403715275.442142963 0.879402000 2.141354000 0.947114000 -0.828241000 -0.058350000 -0.553953000 0.061220000
1403715275.447143316 0.879393000 2.141367000 0.947113000 -0.828250000 -0.058364000 -0.553939000 0.061215000
1403715275.452142954 0.879436000 2.141306000 0.947091000 -0.828263000 -0.058384000 -0.553916000 0.061236000
1403715275.457143068 0.879435000 2.141308000 0.947089000 -0.828268000 -0.058391000 -0.553904000 0.061258000
1403715275.462142944 0.879433000 2.141309000 0.947092000 -0.828261000 -0.058386000 -0.553914000 0.061264000
1403715275.467143297 0.879431000 2.141307000 0.947095000 -0.828253000 -0.058370000 -0.553930000 0.061254000
1403715275.472142935 0.879428000 2.141305000 0.947098000 -0.828249000 -0.058340000 -0.553940000 0.061242000
1403715275.477143049 0.879424000 2.141307000 0.947100000 -0.828243000 -0.058309000 -0.553953000 0.061239000
1403715275.482143164 0.879419000 2.141312000 0.947101000 -0.828244000 -0.058289000 -0.553952000 0.061243000
1403715275.487143040 0.879414000 2.141323000 0.947102000 -0.828255000 -0.058282000 -0.553936000 0.061250000
1403715275.492142916 0.879407000 2.141340000 0.947101000 -0.828271000 -0.058294000 -0.553909000 0.061263000
1403715275.497143030 0.879400000 2.141359000 0.947102000 -0.828282000 -0.058309000 -0.553888000 0.061292000
1403715275.502143145 0.879447000 2.141302000 0.947088000 -0.828283000 -0.058328000 -0.553883000 0.061312000
1403715275.507143021 0.879449000 2.141301000 0.947092000 -0.828276000 -0.058331000 -0.553893000 0.061304000
1403715275.512142897 0.879451000 2.141296000 0.947098000 -0.828264000 -0.058320000 -0.553915000 0.061285000
1403715275.517143011 0.879450000 2.141291000 0.947102000 -0.828252000 -0.058306000 -0.553937000 0.061268000
1403715275.522143126 0.879448000 2.141288000 0.947104000 -0.828246000 -0.058290000 -0.553948000 0.061263000
1403715275.527143002 0.879444000 2.141289000 0.947103000 -0.828247000 -0.058282000 -0.553947000 0.061262000
1403715275.532143116 0.879439000 2.141296000 0.947099000 -0.828254000 -0.058283000 -0.553936000 0.061269000
1403715275.537143230 0.879431000 2.141307000 0.947094000 -0.828269000 -0.058298000 -0.553910000 0.061286000
1403715275.542143345 0.879422000 2.141321000 0.947091000 -0.828276000 -0.058312000 -0.553894000 0.061318000
1403715275.547142982 0.879411000 2.141332000 0.947090000 -0.828273000 -0.058315000 -0.553895000 0.061343000
1403715275.552143097 0.879455000 2.141267000 0.947073000 -0.828266000 -0.058319000 -0.553907000 0.061333000
1403715275.557143211 0.879454000 2.141255000 0.947072000 -0.828257000 -0.058291000 -0.553925000 0.061315000
1403715275.562143087 0.879452000 2.141243000 0.947070000 -0.828251000 -0.058261000 -0.553939000 0.061297000
1403715275.567142963 0.879449000 2.141235000 0.947066000 -0.828251000 -0.058243000 -0.553942000 0.061288000
1403715275.572143078 0.879443000 2.141232000 0.947060000 -0.828258000 -0.058235000 -0.553931000 0.061296000
1403715275.577143192 0.879436000 2.141235000 0.947053000 -0.828270000 -0.058241000 -0.553911000 0.061315000
1403715275.582143068 0.879427000 2.141241000 0.947046000 -0.828283000 -0.058256000 -0.553888000 0.061341000
1403715275.587142944 0.879415000 2.141248000 0.947040000 -0.828290000 -0.058270000 -0.553872000 0.061366000
